,index,Unnamed: 0,...1,Sesso,Categoria,Sotto_categoria,Marca,Articolo,Prezzo,Prezzo_scontato,Materiali,Colore,Gruppo,Link,Acetato,Acrilico,Alluminio,Alpaca,Altre_fibre,Canapa,Carta,Cashmere,Cotone,Cuoio,Elastan,Elastodiene,Elastomultiestere,Etilenvinilacetato,Fibra_di_acido_polilattico,Fibra_di_asclepiade,Fibra_metallizzata,Fibre_non_specificate,Lana,Lattice,Lino,Lyocell,Modacrilico,Modal,Mohair,Paglia,Pelo_di_yak,Piuma,Piumino,Poliammide,Policarbonato,Poliestere,Polietilene,Polipropilene,Polistirene,Poliuretano,Seta,Viscosa,Cachemire,Gomma,Lana_riciclata,Metallica,Modacrilica,Nylon,N.Fibre_Differenti
2911,2911,2912,2912,0,camicie e camicette,Camicie,H&M,camicetta in denim con volant,29.99,Null,Cotone 100%,Blu,2388,https://www2.hm.com/it_it/productpage.1079561001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2912,2912,2913,2913,0,camicie e camicette,Camicie,H&M,camicetta in mussola di cotone,27.99,Null,Cotone 100%,Giallo,2389,https://www2.hm.com/it_it/productpage.1080618002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2913,2913,2914,2914,0,camicie e camicette,Camicie,H&M,camicetta in mussola di cotone,27.99,Null,Cotone 100%,Blu,2389,https://www2.hm.com/it_it/productpage.1080618002.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2914,2914,2915,2915,0,camicie e camicette,Camicie,H&M,camicetta in satin,19.99,Null,Poliestere 100%,Bianco,2393,https://www2.hm.com/it_it/productpage.1086160001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2915,2915,2916,2916,0,camicie e camicette,Camicie,H&M,camicetta in satin,19.99,Null,Poliestere 100%,Beige,2393,https://www2.hm.com/it_it/productpage.1086160001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2916,2916,2917,2917,0,camicie e camicette,Camicie,H&M,camicetta con bordi a volant in sangallo,24.99,Null,Cotone 100%,Nero,2396,https://www2.hm.com/it_it/productpage.1060200004.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2917,2917,2918,2918,0,camicie e camicette,Camicie,H&M,camicetta con bordi a volant in sangallo,24.99,Null,Cotone 100%,Bianco,2396,https://www2.hm.com/it_it/productpage.1060200004.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2918,2918,2919,2919,0,camicie e camicette,Camicie,H&M,camicetta con bordi a volant in sangallo,24.99,17.99,Cotone 100%,Giallo,2396,https://www2.hm.com/it_it/productpage.1060200004.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2919,2919,2920,2920,0,camicie e camicette,Camicie,H&M,h&m+ camicetta alla coreana in satin,14.99,Null,Poliestere 100%,Nero,2399,https://www2.hm.com/it_it/productpage.1098747005.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2920,2920,2921,2921,0,camicie e camicette,Camicie,H&M,camicetta con arricciature,19.99,Null,"Poliestere 98%, Elastan 2%",Bianco,2400,https://www2.hm.com/it_it/productpage.1109381006.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2921,2921,2922,2922,0,camicie e camicette,Camicie,H&M,camicetta con arricciature,19.99,Null,"Poliestere 98%, Elastan 2%",Marrone,2400,https://www2.hm.com/it_it/productpage.1109381006.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2922,2922,2923,2923,0,camicie e camicette,Camicie,H&M,camicetta con arricciature,19.99,Null,"Poliestere 98%, Elastan 2%",Nero,2400,https://www2.hm.com/it_it/productpage.1109381006.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2923,2923,2924,2924,0,camicie e camicette,Camicie,H&M,camicetta con arricciature,19.99,Null,"Poliestere 98%, Elastan 2%",Arancione,2400,https://www2.hm.com/it_it/productpage.1109381006.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2924,2924,2925,2925,0,camicie e camicette,Camicie,H&M,camicetta con arricciature,19.99,Null,"Poliestere 98%, Elastan 2%",Beige,2400,https://www2.hm.com/it_it/productpage.1109381006.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2925,2925,2926,2926,0,camicie e camicette,Camicie,H&M,camicetta con colletto alto,19.99,Null,Poliestere 100%,Rosa,2401,https://www2.hm.com/it_it/productpage.1046367005.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2926,2926,2927,2927,0,camicie e camicette,Camicie,H&M,broderie-detail flounced blouse,34.99,Null,Cotone 100%,Blu,2402,https://www2.hm.com/it_it/productpage.1082348001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2927,2927,2928,2928,0,camicie e camicette,Camicie,H&M,camicetta plissettata,24.99,15.99,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%",Verde,2403,https://www2.hm.com/it_it/productpage.1061541003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2928,2928,2929,2929,0,camicie e camicette,Camicie,H&M,camicetta plissettata,24.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Bianco,2403,https://www2.hm.com/it_it/productpage.1061541003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2929,2929,2930,2930,0,camicie e camicette,Camicie,H&M,camicetta plissettata,24.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Nero,2403,https://www2.hm.com/it_it/productpage.1061541003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2930,2930,2931,2931,0,camicie e camicette,Camicie,H&M,camicetta in tessuto lucido,24.99,Null,Viscosa 100%,Verde,2404,https://www2.hm.com/it_it/productpage.1109319001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2931,2931,2932,2932,0,camicie e camicette,Camicie,H&M,camicetta in tessuto crêpe con coulisse davanti,19.99,Null,Viscosa 100%,Nero,2406,https://www2.hm.com/it_it/productpage.1096326001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2932,2932,2933,2933,0,camicie e camicette,Camicie,H&M,camicetta in tessuto crêpe con coulisse davanti,19.99,Null,Viscosa 100%,Rosso,2406,https://www2.hm.com/it_it/productpage.1096326001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2933,2933,2934,2934,0,camicie e camicette,Camicie,H&M,camicetta con scollo a v,19.99,Null,"Poliestere 96%, Elastan 4%",Rosa,2414,https://www2.hm.com/it_it/productpage.0939703058.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2934,2934,2935,2935,0,camicie e camicette,Camicie,H&M,camicetta in chiffon,19.99,Null,Poliestere 100%,Giallo,2415,https://www2.hm.com/it_it/productpage.1069103001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2935,2935,2936,2936,0,camicie e camicette,Camicie,H&M,camicetta in chiffon,19.99,Null,Poliestere 100%,Grigio,2415,https://www2.hm.com/it_it/productpage.1069103001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2936,2936,2937,2937,0,camicie e camicette,Camicie,H&M,camicetta in chiffon,19.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%",Nero,2415,https://www2.hm.com/it_it/productpage.1069103001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2937,2937,2938,2938,0,camicie e camicette,Camicie,H&M,h&m+ camicetta in mussola di cotone,29.99,Null,Cotone 100%,Bianco,2416,https://www2.hm.com/it_it/productpage.1114022001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2938,2938,2939,2939,0,camicie e camicette,Camicie,H&M,camicetta in satin con maniche a palloncino,24.99,Null,Poliestere 100%,Giallo,2417,https://www2.hm.com/it_it/productpage.1106626001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2939,2939,2940,2940,0,camicie e camicette,Camicie,H&M,camicetta in satin con maniche a palloncino,24.99,Null,Poliestere 100%,Marrone,2417,https://www2.hm.com/it_it/productpage.1106626001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2940,2940,2941,2941,0,camicie e camicette,Camicie,H&M,camicetta in chiffon con coulisse,19.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Nero,2418,https://www2.hm.com/it_it/productpage.1107437002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2941,2941,2942,2942,0,camicie e camicette,Camicie,H&M,camicetta in chiffon con coulisse,19.99,Null,"Esterno: Poliestere 100%,Fodera interna: Poliestere 100%",Viola,2418,https://www2.hm.com/it_it/productpage.1107437002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2942,2942,2943,2943,0,camicie e camicette,Camicie,H&M,camicetta in chiffon con volant,9.99,Null,Poliestere 100%,Bianco,2423,https://www2.hm.com/it_it/productpage.1079786001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2943,2943,2944,2944,0,camicie e camicette,Camicie,H&M,camicetta in chiffon con volant,9.99,Null,Poliestere 100%,Nero,2423,https://www2.hm.com/it_it/productpage.1079786001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2944,2944,2945,2945,0,camicie e camicette,Camicie,H&M,camicetta a maniche corte con laccetti,19.99,Null,Poliestere 100%,Beige,2424,https://www2.hm.com/it_it/productpage.1059245004.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2945,2945,2946,2946,0,camicie e camicette,Camicie,H&M,camicetta con scollo a v,24.99,17.99,Copoliestere 100%,Beige,2425,https://www2.hm.com/it_it/productpage.1066713001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2946,2946,2947,2947,0,camicie e camicette,Camicie,H&M,camicetta con scollo a v,24.99,Null,Cotone 100%,Nero,2425,https://www2.hm.com/it_it/productpage.1066713001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2947,2947,2948,2948,0,camicie e camicette,Camicie,H&M,top increspato arricciato,24.99,Null,"Esterno: Poliestere 98%, Elastan 2%,Fodera interna: Poliestere 100%",Nero,2427,https://www2.hm.com/it_it/productpage.1109384001.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2948,2948,2949,2949,0,camicie e camicette,Camicie,H&M,camicetta da annodare,19.99,5.99,"Poliestere 88%, Elastan 12%",Marrone,2429,https://www2.hm.com/it_it/productpage.0969179003.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2949,2949,2950,2950,0,camicie e camicette,Camicie,H&M,camicetta da annodare,19.99,Null,"Poliestere 88%, Elastan 12%",Bianco,2429,https://www2.hm.com/it_it/productpage.0969179003.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2950,2950,2951,2951,0,camicie e camicette,Camicie,H&M,camicetta da annodare,19.99,Null,"Poliestere 88%, Elastan 12%",Nero,2429,https://www2.hm.com/it_it/productpage.0969179003.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2951,2951,2952,2952,0,camicie e camicette,Camicie,H&M,camicetta in cotone con scollo a v,17.99,Null,Esterno: Cotone 100%,Blu,2431,https://www2.hm.com/it_it/productpage.1065424001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2952,2952,2953,2953,0,camicie e camicette,Camicie,H&M,camicetta in cotone con scollo a v,17.99,Null,Esterno: Cotone 100%,Giallo,2431,https://www2.hm.com/it_it/productpage.1065424001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2953,2953,2954,2954,0,camicie e camicette,Camicie,H&M,camicetta in cotone con scollo a v,17.99,Null,"Esterno: Cotone 91%, Lyocell 9%",Blu,2431,https://www2.hm.com/it_it/productpage.1065424001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2954,2954,2955,2955,0,camicie e camicette,Camicie,H&M,camicetta oversize in satin,19.99,Null,Poliestere 100%,Beige,2433,https://www2.hm.com/it_it/productpage.0998943016.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2955,2955,2956,2956,0,camicie e camicette,Camicie,H&M,camicetta oversize in satin,19.99,Null,Poliestere 100%,Bianco,2433,https://www2.hm.com/it_it/productpage.0998943016.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2956,2956,2957,2957,0,camicie e camicette,Camicie,H&M,camicetta maniche a palloncino,24.99,12.99,Cotone 100%,Blu,2435,https://www2.hm.com/it_it/productpage.1047662003.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2957,2957,2958,2958,0,camicie e camicette,Camicie,H&M,camicetta plissettata,29.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 100%",Giallo,2436,https://www2.hm.com/it_it/productpage.1012744002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2958,2958,2959,2959,0,camicie e camicette,Camicie,H&M,camicetta lunga in satin,34.99,Null,Poliestere 100%,Bianco,2437,https://www2.hm.com/it_it/productpage.1030228001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2959,2959,2960,2960,0,camicie e camicette,Camicie,H&M,camicetta fantasia con maniche a palloncino,14.99,Null,Poliestere 100%,Nero,2438,https://www2.hm.com/it_it/productpage.1088881001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2960,2960,2961,2961,0,camicie e camicette,Camicie,H&M,camicetta in seersucker,19.99,Null,"Viscosa 56%, Poliestere 44%",Blu,2439,https://www2.hm.com/it_it/productpage.0743518002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2961,2961,2962,2962,0,camicie e camicette,Camicie,H&M,camicia bowling fantasia,29.99,9.99,"Esterno: Viscosa 99%, Elastan 1%",Nero,2441,https://www2.hm.com/it_it/productpage.1069419002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2962,2962,2963,2963,0,camicie e camicette,Camicie,H&M,camicetta corta con laccetti da annodare,14.99,5.99,Cotone 100%,Bianco,2442,https://www2.hm.com/it_it/productpage.1067097001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2963,2963,2964,2964,0,camicie e camicette,Camicie,H&M,camicetta corta con laccetti da annodare,14.99,6.99,"Viscosa 76%, Lino 24%",Beige,2442,https://www2.hm.com/it_it/productpage.1067097001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2964,2964,2965,2965,0,camicie e camicette,Camicie,H&M,camicetta ricamata con maniche a palloncino,49.99,34.99,"Viscosa 87%, Poliestere 13%",Beige,2443,https://www2.hm.com/it_it/productpage.1105043001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2965,2965,2966,2966,0,camicie e camicette,Camicie,H&M,camicetta senza maniche,19.99,Null,"Fodera interna: Poliestere 100%,Esterno: Poliestere 94%, Elastan 6%",Nero,2444,https://www2.hm.com/it_it/productpage.1073215002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2966,2966,2967,2967,0,camicie e camicette,Camicie,H&M,camicetta senza maniche,19.99,Null,"Esterno: Poliestere 94%, Elastan 6%,Fodera interna: Poliestere 100%",Bianco,2444,https://www2.hm.com/it_it/productpage.1073215002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2967,2967,2968,2968,0,camicie e camicette,Camicie,H&M,camicetta senza maniche,19.99,11.99,"Esterno: Poliestere 94%, Elastan 6%,Fodera interna: Poliestere 100%",Rosa,2444,https://www2.hm.com/it_it/productpage.1073215002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2968,2968,2969,2969,0,camicie e camicette,Camicie,H&M,camicetta con volant,19.99,7.99,Viscosa 100%,Rosa,2445,https://www2.hm.com/it_it/productpage.1053075002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2969,2969,2970,2970,0,camicie e camicette,Camicie,H&M,camicetta con volant,19.99,7.99,Viscosa 100%,Beige,2445,https://www2.hm.com/it_it/productpage.1053075002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2970,2970,2971,2971,0,camicie e camicette,Camicie,H&M,camicetta con volant,19.99,Null,Viscosa 100%,Bianco,2445,https://www2.hm.com/it_it/productpage.1053075002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2971,2971,2972,2972,0,camicie e camicette,Camicie,H&M,patterned wrapover blouse,39.99,27.99,Poliestere 100%,Giallo,2446,https://www2.hm.com/it_it/productpage.1096974001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2972,2972,2973,2973,0,camicie e camicette,Camicie,H&M,camicetta in satin con scollo a v,24.99,Null,Poliestere 100%,Bianco,2448,https://www2.hm.com/it_it/productpage.1030232001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2973,2973,2974,2974,0,camicie e camicette,Camicie,H&M,top corto a motivi,14.99,4.99,"Viscosa 99%, Elastan 1%",Nero,2450,https://www2.hm.com/it_it/productpage.1083304003.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2974,2974,2975,2975,0,camicie e camicette,Camicie,H&M,top corto a motivi,14.99,10.99,"Viscosa 99%, Elastan 1%",Bianco,2450,https://www2.hm.com/it_it/productpage.1083304003.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2975,2975,2976,2976,0,camicie e camicette,Camicie,H&M,camicetta in misto lino a fiori,19.99,7.99,"Viscosa 58%, Lino 42%",Grigio,2451,https://www2.hm.com/it_it/productpage.1063671001.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2976,2976,2977,2977,0,camicie e camicette,Camicie,H&M,camicetta in cotone con coulisse,24.99,10.99,Cotone 100%,Bianco,2452,https://www2.hm.com/it_it/productpage.1096983001.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2977,2977,2978,2978,0,camicie e camicette,Camicie,H&M,camicetta a maniche lunghe,19.99,Null,Poliestere 100%,Bianco,2453,https://www2.hm.com/it_it/productpage.1008786003.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2978,2978,2979,2979,0,camicie e camicette,Camicie,H&M,camicetta ampia,19.99,Null,Poliestere 100%,Verde,2454,https://www2.hm.com/it_it/productpage.1031696005.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2979,2979,2980,2980,0,camicie e camicette,Camicie,H&M,camicetta drappeggiata,14.99,4.99,Poliestere 100%,Beige,2455,https://www2.hm.com/it_it/productpage.1028579004.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2980,2980,2981,2981,0,camicie e camicette,Camicie,H&M,camicetta cut-out,19.99,Null,"Poliestere 88%, Elastan 12%",Nero,2459,https://www2.hm.com/it_it/productpage.0996367002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2981,2981,2982,2982,0,camicie e camicette,Camicie,H&M,camicetta cut-out,19.99,Null,"Poliestere 88%, Elastan 12%",Arancione,2459,https://www2.hm.com/it_it/productpage.0996367002.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2982,2982,2983,2983,0,camicie e camicette,Camicie,H&M,camicetta con coulisse,19.99,6.99,Viscosa 100%,Arancione,2460,https://www2.hm.com/it_it/productpage.1066905002.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
