,index,Unnamed: 0,...1,Sesso,Categoria,Sotto_categoria,Marca,Articolo,Prezzo,Prezzo_scontato,Materiali,Colore,Gruppo,Link,Acetato,Acrilico,Alluminio,Alpaca,Altre_fibre,Canapa,Carta,Cashmere,Cotone,Cuoio,Elastan,Elastodiene,Elastomultiestere,Etilenvinilacetato,Fibra_di_acido_polilattico,Fibra_di_asclepiade,Fibra_metallizzata,Fibre_non_specificate,Lana,Lattice,Lino,Lyocell,Modacrilico,Modal,Mohair,Paglia,Pelo_di_yak,Piuma,Piumino,Poliammide,Policarbonato,Poliestere,Polietilene,Polipropilene,Polistirene,Poliuretano,Seta,Viscosa,Cachemire,Gomma,Lana_riciclata,Metallica,Modacrilica,Nylon,N.Fibre_Differenti
8998,9081,9082,9082,0,Pezzi di sotto,Jeans,hollister,Jeans a vita alta baggy con gamba ampia,59,Null,"Corpo:98% Cotone, 2% Elastan",Altro,342,https://www.hollisterco.com/shop/eu-it/p/high-rise-black-baggy-jeans-50234956-4?categoryId=85306&seq=09,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8999,9082,9083,9083,0,Pezzi di sotto,Jeans,hollister,Jeans Larghi a Vita Alta con Strappi Lavaggio Chiaro,59,21.99,"Corpo:98% Cotone, 2% Elastan",Altro,342,https://www.hollisterco.com/shop/eu-it/p/high-rise-black-baggy-jeans-50234956-4?categoryId=85306&seq=09,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9000,9083,9084,9084,0,Pezzi di sotto,Jeans,hollister,Jeans a Vita Alta Baggy con Gamba Ampia,79,Null,"Corpo:99% Cotone, 1% Elastan",Grigio,342,https://www.hollisterco.com/shop/eu-it/p/high-rise-black-baggy-jeans-50234956-4?categoryId=85306&seq=09,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9001,9084,9085,9085,0,Pezzi di sotto,Jeans,hollister,Jeans a vita alta baggy con gamba ampia,55,Null,"Corpo:98% Cotone, 2% Elastan",Altro,342,https://www.hollisterco.com/shop/eu-it/p/high-rise-black-baggy-jeans-50234956-4?categoryId=85306&seq=09,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9002,9085,9086,9086,0,Pezzi di sotto,Jeans,hollister,Jeans Larghi a Vita Alta Lavaggio Medio con Strappi,55,Null,"Corpo:98% Cotone, 2% Elastan",Altro,342,https://www.hollisterco.com/shop/eu-it/p/high-rise-black-baggy-jeans-50234956-4?categoryId=85306&seq=09,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9003,9086,9087,9087,0,Pezzi di sotto,Jeans,hollister,Jeans Larghi Strappati a Vita Alta con Lavaggio Medio e Grafica,59,21.99,"Corpo:98% Cotone, 2% Elastan",Altro,342,https://www.hollisterco.com/shop/eu-it/p/high-rise-black-baggy-jeans-50234956-4?categoryId=85306&seq=09,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9004,9087,9088,9088,0,Pezzi di sotto,Jeans,hollister,Jeans Larghi a Vita Ultra Alta,59,38.99,"Corpo:98% Cotone, 2% Elastan",Nero,342,https://www.hollisterco.com/shop/eu-it/p/high-rise-black-baggy-jeans-50234956-4?categoryId=85306&seq=09,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9005,9088,9089,9089,0,Pezzi di sotto,Jeans,hollister,Jeans Leggeri Larghi a Vita Alta,59,Null,Corpo:100% Cotone,Altro,342,https://www.hollisterco.com/shop/eu-it/p/high-rise-black-baggy-jeans-50234956-4?categoryId=85306&seq=09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9006,9089,9090,9090,0,Pezzi di sotto,Jeans,hollister,High-Rise Light Wash Baggy Jeans,49,21.99,"Corpo:98% Cotone, 2% Elastan",Altro,342,https://www.hollisterco.com/shop/eu-it/p/high-rise-black-baggy-jeans-50234956-4?categoryId=85306&seq=09,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9007,9090,9091,9091,0,Pezzi di sotto,Jeans,hollister,Jeggings Vita Bassa in Stretch Avanzato,55,Null,"Corpo:59% Cotone, 21% Viscosa, 12% Modal, 6% Poliestere, 2% Elastan",Altro,343,https://www.hollisterco.com/shop/eu-it/p/jeggings-vita-bassa-in-stretch-avanzato-35519346?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
9008,9091,9092,9092,0,Pezzi di sotto,Jeans,hollister,Jeggings Vita Bassa,55,Null,"Corpo:59% Cotone, 21% Viscosa, 12% Modal, 6% Poliestere, 2% Elastan",Altro,343,https://www.hollisterco.com/shop/eu-it/p/jeggings-vita-bassa-in-stretch-avanzato-35519346?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
9009,9092,9093,9093,0,Pezzi di sotto,Jeans,hollister,Jeggings Lavaggio Medio a Vita Bassa con Strappi,55,21.99,"Corpo:59% Cotone, 21% Viscosa, 12% Modal, 6% Poliestere, 2% Elastan",Altro,343,https://www.hollisterco.com/shop/eu-it/p/jeggings-vita-bassa-in-stretch-avanzato-35519346?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
9010,9093,9094,9094,0,Pezzi di sotto,Jeans,hollister,Leggings di jeans a vita bassa lavaggio chiaro,55,Null,"Corpo:59% Cotone, 21% Viscosa, 12% Modal, 6% Poliestere, 2% Elastan",Altro,343,https://www.hollisterco.com/shop/eu-it/p/jeggings-vita-bassa-in-stretch-avanzato-35519346?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
9011,9094,9095,9095,0,Pezzi di sotto,Jeans,hollister,Jeggings Vita Medio Alta Curvy,55,Null,"Corpo:59% Cotone, 21% Viscosa, 12% Modal, 6% Poliestere, 2% Elastan",Altro,344,https://www.hollisterco.com/shop/eu-it/p/curvy-mid-rise-jean-leggings-44216846-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
9012,9095,9096,9096,0,Pezzi di sotto,Jeans,hollister,Jeans a Zampa con Lavaggio scuro a Vita alta,55,Null,"Corpo:75% Cotone, 18% Poliestere, 6% Viscosa, 1% Elastan",Altro,345,https://www.hollisterco.com/shop/eu-it/p/high-rise-dark-wash-flare-jeans-49223513-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9013,9096,9097,9097,0,Pezzi di sotto,Jeans,hollister,Jeans a zampa a vita alta marroni,55,Null,"Corpo:98% Cotone, 2% Elastan",Marrone,345,https://www.hollisterco.com/shop/eu-it/p/high-rise-dark-wash-flare-jeans-49223513-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9014,9097,9098,9098,0,Pezzi di sotto,Jeans,hollister,Jeans a Zampa a Vita Alta con Lavaggio Chiaro,55,Null,"Corpo:75% Cotone, 18% Poliestere, 6% Viscosa, 1% Elastan",Altro,345,https://www.hollisterco.com/shop/eu-it/p/high-rise-dark-wash-flare-jeans-49223513-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9015,9098,9099,9099,0,Pezzi di sotto,Jeans,hollister,Jeans a Zampa Vintage a Vita Alta,55,Null,"Corpo:98% Cotone, 2% Elastan",Rosa,345,https://www.hollisterco.com/shop/eu-it/p/high-rise-dark-wash-flare-jeans-49223513-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9016,9099,9100,9100,0,Pezzi di sotto,Jeans,hollister,Jeans a Zampa Vita Alta,59,Null,"Corpo:77% Cotone, 12% Poliestere, 9% Viscosa, 2% Elastan",Altro,345,https://www.hollisterco.com/shop/eu-it/p/high-rise-dark-wash-flare-jeans-49223513-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9017,9100,9101,9101,0,Pezzi di sotto,Jeans,hollister,Jeans a Zampa Vintage a Vita Alta,59,Null,"Corpo:77% Cotone, 12% Poliestere, 9% Viscosa, 2% Elastan",Altro,345,https://www.hollisterco.com/shop/eu-it/p/high-rise-dark-wash-flare-jeans-49223513-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9018,9101,9102,9102,0,Pezzi di sotto,Jeans,hollister,Jeans a Zampa Vintage a Vita Alta,55,Null,"Corpo:98% Cotone, 2% Elastan",Bianco,345,https://www.hollisterco.com/shop/eu-it/p/high-rise-dark-wash-flare-jeans-49223513-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9019,9102,9103,9103,0,Pezzi di sotto,Jeans,hollister,Jeans a Zampa Vintage a Vita Alta,55,Null,"Corpo:72% Cotone, 17% Poliestere, 9% Viscosa, 2% Elastan",Nero,345,https://www.hollisterco.com/shop/eu-it/p/high-rise-dark-wash-flare-jeans-49223513-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9020,9103,9104,9104,0,Pezzi di sotto,Jeans,hollister,Jeans a Zampa e a Vita Alta Effetto Patchwork,59,21.99,"Corpo:77% Cotone, 12% Poliestere, 9% Viscosa, 2% Elastan",Altro,345,https://www.hollisterco.com/shop/eu-it/p/high-rise-dark-wash-flare-jeans-49223513-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9021,9104,9105,9105,0,Pezzi di sotto,Jeans,hollister,Jeans a Zampa Vita Alta,69,Null,"Corpo:77% Cotone, 12% Poliestere, 9% Viscosa, 2% Elastan",Altro,345,https://www.hollisterco.com/shop/eu-it/p/high-rise-dark-wash-flare-jeans-49223513-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9022,9105,9106,9106,0,Pezzi di sotto,Jeans,hollister,Jeans a Zampa e a Vita Alta Lavaggio Medio con Strappi,55,21.99,"Corpo:77% Cotone, 12% Poliestere, 9% Viscosa, 2% Elastan",Altro,345,https://www.hollisterco.com/shop/eu-it/p/high-rise-dark-wash-flare-jeans-49223513-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9023,9106,9107,9107,0,Pezzi di sotto,Jeans,hollister,Jeans alla caviglia straight vintage a vita ultra alta con lavaggio chiaro,55,Null,"Corpo:98% Cotone, 2% Elastan",Altro,347,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-light-wash-vintage-straight-jeans-48636517-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9024,9107,9108,9108,0,Pezzi di sotto,Jeans,hollister,"Jeans bianchi alla caviglia, straight vintage a vita ultra alta con patchwork",65,Null,"Corpo:99% Cotone, 1% Elastan",Giallo,347,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-light-wash-vintage-straight-jeans-48636517-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9025,9108,9109,9109,0,Pezzi di sotto,Jeans,hollister,Jeans alla caviglia straight vintage a vita ultra alta con strappi e lavaggio medio,55,Null,"Corpo:98% Cotone, 2% Elastan",Altro,347,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-light-wash-vintage-straight-jeans-48636517-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9026,9109,9110,9110,0,Pezzi di sotto,Jeans,hollister,Jeans alla caviglia straight vintage,65,Null,"Corpo:98% Cotone, 2% Elastan",Altro,347,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-light-wash-vintage-straight-jeans-48636517-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9027,9110,9111,9111,0,Pezzi di sotto,Jeans,hollister,Jeans straight vintage alla caviglia con vita ultra alta,59,Null,"Corpo:98% Cotone, 2% Elastan",Altro,347,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-light-wash-vintage-straight-jeans-48636517-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9028,9111,9112,9112,0,Pezzi di sotto,Jeans,hollister,"Jeans neri alla caviglia, straight vintage a vita ultra alta con strappi",55,Null,"Corpo:98% Cotone, 2% Elastan",Nero,347,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-light-wash-vintage-straight-jeans-48636517-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9029,9112,9113,9113,0,Pezzi di sotto,Jeans,social tourist,Jeans Dritti a Vita Ultra Alta Social Tourist,79,Null,"Corpo:99% Cotone, 1% Elastan",Altro,348,https://www.hollisterco.com/shop/eu-it/social-tourist/p/social-tourist-highest-rise-straight-jeans-49414820-4?categoryId=85306&seq=01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9030,9113,9114,9114,0,Pezzi di sotto,Jeans,hollister,Jeans Svasati con Vita Medio-Alta,49,Null,"Corpo:77% Cotone, 12% Poliestere, 9% Viscosa, 2% Elastan",Altro,349,https://www.hollisterco.com/shop/eu-it/p/mid-rise-boot-jeans-44517000-4?categoryId=85306&seq=02,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9031,9114,9115,9115,0,Pezzi di sotto,Jeans,hollister,Jeans Svasati con Vita Medio-Alta,49,Null,"Corpo:72% Cotone, 17% Poliestere, 9% Viscosa, 2% Elastan",Nero,349,https://www.hollisterco.com/shop/eu-it/p/mid-rise-boot-jeans-44517000-4?categoryId=85306&seq=02,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9032,9115,9116,9116,0,Pezzi di sotto,Jeans,hollister,Mom Jeans Vita Ultra Alta,59,Null,"Corpo:99% Cotone, 1% Elastan",Altro,353,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-mom-jeans-50414977-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9033,9116,9117,9117,0,Pezzi di sotto,Jeans,hollister,Mom Jeans Vita Ultra Alta Effetto Patchwork,69,Null,"Corpo:98% Cotone, 2% Elastan",Altro,353,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-mom-jeans-50414977-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9034,9117,9118,9118,0,Pezzi di sotto,Jeans,hollister,Mom Jeans Vita Alta Effetto Patchwork,65,Null,"Corpo:98% Cotone, 2% Elastan",Altro,353,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-mom-jeans-50414977-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9035,9118,9119,9119,0,Pezzi di sotto,Jeans,hollister,Ultra High-Rise Medium Wash Mom Jeans,49,Null,"Corpo:98% Cotone, 2% Elastan",Altro,353,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-mom-jeans-50414977-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9036,9119,9120,9120,0,Pezzi di sotto,Jeans,hollister,Mom jeans con Patch a Fiori Lavaggio Scuro a Vita Ultra Alta,59,Null,"Corpo:98% Cotone, 2% Elastan",Altro,353,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-mom-jeans-50414977-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9037,9120,9121,9121,0,Pezzi di sotto,Jeans,hollister,Ultra High-Rise Two-Tone Mom Jeans,59,21.99,"Corpo:99% Cotone, 1% Elastan",Marrone,353,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-mom-jeans-50414977-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9038,9121,9122,9122,0,Pezzi di sotto,Jeans,hollister,Mom Jeans a Vita Ultra Alta Strappati Lavaggio Chiaro,55,Null,"Corpo:98% Cotone, 2% Elastan",Altro,353,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-mom-jeans-50414977-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9039,9122,9123,9123,0,Pezzi di sotto,Jeans,hollister,Mom Jeans Vita Ultra Alta,55,Null,"Corpo:98% Cotone, 2% Elastan",Altro,353,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-mom-jeans-50414977-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9040,9123,9124,9124,0,Pezzi di sotto,Jeans,hollister,Mom Jeans a Vita Ultra Alta Strappati Lavaggio Chiaro,55,Null,"Corpo:98% Cotone, 2% Elastan",Altro,353,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-mom-jeans-50414977-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9041,9124,9125,9125,0,Pezzi di sotto,Jeans,hollister,Super Skinny Jeans a Vita Ultra Alta Lavaggio Scuro,55,Null,"Corpo:77% Cotone, 12% Poliestere, 9% Viscosa, 2% Elastan",Altro,354,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-dark-wash-super-skinny-jeans-50234385-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9042,9125,9126,9126,0,Pezzi di sotto,Jeans,hollister,Super Skinny Jeans a Vita Ultra Alta,55,Null,"Corpo:72% Cotone, 17% Poliestere, 9% Viscosa, 2% Elastan",Nero,354,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-dark-wash-super-skinny-jeans-50234385-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9043,9126,9127,9127,0,Pezzi di sotto,Jeans,hollister,Jeans Super Skinny Strappati Neri a Vita Ultra Alta,55,Null,"Corpo:72% Cotone, 17% Poliestere, 9% Viscosa, 2% Elastan",Nero,354,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-dark-wash-super-skinny-jeans-50234385-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9044,9127,9128,9128,0,Pezzi di sotto,Jeans,hollister,Jeans Skinny a Vita Ultra Alta con Strappi Lavaggio Medio,55,Null,"Corpo:77% Cotone, 12% Poliestere, 9% Viscosa, 2% Elastan",Altro,354,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-dark-wash-super-skinny-jeans-50234385-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9045,9128,9129,9129,0,Pezzi di sotto,Jeans,hollister,Super Skinny Jeans a Vita Ultra Alta,59,Null,"Corpo:77% Cotone, 12% Poliestere, 9% Viscosa, 2% Elastan",Altro,354,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-dark-wash-super-skinny-jeans-50234385-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9046,9129,9130,9130,0,Pezzi di sotto,Jeans,hollister,Super Skinny Jeans a Vita Ultra Alta,59,21.99,"Corpo:75% Cotone, 18% Poliestere, 6% Viscosa, 1% Elastan",Altro,354,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-dark-wash-super-skinny-jeans-50234385-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9047,9130,9131,9131,0,Pezzi di sotto,Jeans,hollister,Super Skinny Jeans Classici Elasticizzati a Vita Ultra Alta,59,Null,"Corpo:75% Cotone, 18% Poliestere, 6% Viscosa, 1% Elastan",Altro,354,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-dark-wash-super-skinny-jeans-50234385-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9048,9131,9132,9132,0,Pezzi di sotto,Jeans,hollister,Super Skinny Jeans Classici Elasticizzati a Vita Ultra Alta,59,21.99,"Corpo:70% Cotone, 21% Poliestere, 8% Viscosa, 1% Elastan",Nero,354,https://www.hollisterco.com/shop/eu-it/p/ultra-high-rise-dark-wash-super-skinny-jeans-50234385-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9049,9132,9133,9133,0,Pezzi di sotto,Jeans,hollister,Super Skinny Jeans a Vita Ultra Alta Curvy,55,Null,"Corpo:77% Cotone, 12% Poliestere, 9% Viscosa, 2% Elastan",Altro,358,https://www.hollisterco.com/shop/eu-it/p/curvy-ultra-high-rise-super-skinny-jeans-42740341-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9050,9133,9134,9134,0,Pezzi di sotto,Jeans,hollister,Super skinny jeans curvy a vita ultra alta lavaggio scuro,55,Null,"Corpo:77% Cotone, 12% Poliestere, 9% Viscosa, 2% Elastan",Altro,358,https://www.hollisterco.com/shop/eu-it/p/curvy-ultra-high-rise-super-skinny-jeans-42740341-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
9051,9134,9135,9135,0,Pezzi di sotto,Jeans,hollister,Jeans alla Caviglia Skinny a Vita Ultra Alta,59,21.99,"Corpo:66% Cotone, 25% Poliestere, 8% Viscosa, 1% Elastan",Altro,358,https://www.hollisterco.com/shop/eu-it/p/curvy-ultra-high-rise-super-skinny-jeans-42740341-4?categoryId=85306&seq=03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
